Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2
Brazil,Male,27,Employed full-time,Government,Master's degree,Engineering (non-computer focused),20000,BRL,Scientist/Researcher,Fine,Matlab,Sort of (Explain more),76-99% of projects,10 - Highly Satisfied,10
Australia,Male,27,Employed full-time,Retail,Master's degree,Other,80000,AUD,Data Analyst,Fine,Python,Yes,100% of projects,5,5
India,Male,25,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),550000,INR,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,1 - Highly Dissatisfied,1
United States,Female,29,Employed full-time,Other,Master's degree,Physics,28000,USD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,8,8
United States,Male,28,Employed full-time,Technology,Master's degree,Physics,130000,USD,Business Analyst,Fine,Python,Sort of (Explain more),51-75% of projects,8,8
Indonesia,Male,24,Employed full-time,Financial,Bachelor's degree,Mathematics or statistics,6.80E+07,IDR,Data Analyst,Fine,Python,Yes,51-75% of projects,5,5
United States,Male,32,Employed full-time,Academic,Master's degree,Biology,30000,USD,Scientist/Researcher,Fine,Python,Yes,100% of projects,4,4
People 's Republic of China,Male,35,Employed full-time,Manufacturing,Bachelor's degree,Other,150000,CNY,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,3,3
Other,Male,50,"Independent contractor, freelancer, or self-employed",Financial,Some college/university study without earning a bachelor's degree,Physics,36000,USD,Scientist/Researcher,Fine,R,Yes,100% of projects,8,8
People 's Republic of China,Male,23,Employed full-time,Mix of fields,Master's degree,Engineering (non-computer focused),25000,CNY,Machine Learning Engineer,Fine,Python,Yes,Less than 10% of projects,4,4
United States,Female,62,Employed full-time,Academic,Doctoral degree,Other,185000,USD,Scientist/Researcher,Fine,R,Sort of (Explain more),100% of projects,9,9
People 's Republic of China,Male,27,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,12000,ALL,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,5,5
Taiwan,Male,26,Employed full-time,Technology,Master's degree,Computer Science,7.00E+05,TWD,Engineer,Fine,Python,Yes,10-25% of projects,8,8
Canada,Male,28,Employed full-time,Financial,Bachelor's degree,"Information technology, networking, or system administration",75000,CAD,Programmer,Fine,Python,No,51-75% of projects,1 - Highly Dissatisfied,1
People 's Republic of China,Male,27,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,170000,CNY,Engineer,Fine,Python,No,10-25% of projects,8,8
Singapore,Male,47,Employed full-time,Academic,Master's degree,Computer Science,120000,SGD,Other,Fine,Python,No,Less than 10% of projects,8,8
United States,Female,34,Employed full-time,Other,Doctoral degree,Electrical Engineering,93000,USD,Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,1 - Highly Dissatisfied,1
India,Male,50,"Independent contractor, freelancer, or self-employed",Mix of fields,Master's degree,Mathematics or statistics,1500000,INR,Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,8,8
Chile,Male,26,"Independent contractor, freelancer, or self-employed",Academic,Bachelor's degree,Computer Science,170000,CLP,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,5,5
United States,Female,33,Employed full-time,Government,Master's degree,Other,51000,USD,Data Analyst,Fine,Python,No,26-50% of projects,9,9
United States,Male,52,Employed full-time,Academic,Master's degree,Computer Science,55000,USD,Scientist/Researcher,Fine,R,Yes,76-99% of projects,7,7
India,"Non-binary, genderqueer, or gender non-conforming",22,Employed full-time,Other,Bachelor's degree,Electrical Engineering,7.00E+05,INR,Software Developer/Software Engineer,Fine,Python,No,10-25% of projects,7,7
Singapore,Male,34,Employed full-time,Other,Bachelor's degree,Computer Science,96000,SGD,Software Developer/Software Engineer,Fine,Python,No,10-25% of projects,7,7
Vietnam,Female,26,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Other,30000,USD,Researcher,Fine,R,Sort of (Explain more),76-99% of projects,7,7
India,Male,27,Employed full-time,Financial,Master's degree,A social science,2100000,INR,Predictive Modeler,Fine,SAS,Sort of (Explain more),26-50% of projects,6,6
South Korea,Male,26,Employed full-time,Academic,Bachelor's degree,Electrical Engineering,7200000,KRW,Researcher,Fine,Python,No,26-50% of projects,9,9
Singapore,Male,26,Employed full-time,Government,Bachelor's degree,A social science,0,AUD,Researcher,Fine,Python,Sort of (Explain more),10-25% of projects,8,8
Singapore,Male,33,Employed full-time,Financial,Master's degree,Engineering (non-computer focused),160000,SGD,Other,Poorly,Python,Sort of (Explain more),26-50% of projects,1 - Highly Dissatisfied,1
Taiwan,Male,30,Employed full-time,Technology,Master's degree,Electrical Engineering,1300000,TWD,Software Developer/Software Engineer,Perfectly,Python,No,Less than 10% of projects,7,7
India,Male,32,Employed full-time,Technology,Master's degree,Computer Science,110000,INR,DBA/Database Engineer,Fine,Python,Yes,10-25% of projects,1 - Highly Dissatisfied,1
Japan,Male,27,Employed full-time,Manufacturing,Master's degree,Engineering (non-computer focused),4500000,JPY,Researcher,Fine,Python,Yes,Less than 10% of projects,3,3
Taiwan,Male,48,Employed full-time,Academic,Bachelor's degree,"Information technology, networking, or system administration",30000,USD,Data Analyst,Poorly,Python,Yes,Less than 10% of projects,3,3
India,Male,36,"Independent contractor, freelancer, or self-employed",Academic,Master's degree,Mathematics or statistics,6.00E+05,INR,Machine Learning Engineer,Fine,R,Yes,10-25% of projects,5,5
United States,Male,27,Employed full-time,Internet-based,Bachelor's degree,Other,115000,USD,Software Developer/Software Engineer,Fine,Python,No,None,3,3
United States,Male,39,Employed full-time,Retail,Master's degree,Management information systems,115000,USD,Data Analyst,Poorly,Python,No,51-75% of projects,7,7
Singapore,Male,35,Employed full-time,Financial,Bachelor's degree,Electrical Engineering,120000,SGD,Software Developer/Software Engineer,Fine,Python,Yes,51-75% of projects,7,7
Pakistan,Male,28,Employed full-time,Telecommunications,Bachelor's degree,Electrical Engineering,6000,USD,Data Analyst,Perfectly,Python,Yes,10-25% of projects,7,7
India,Male,24,Employed full-time,Pharmaceutical,Bachelor's degree,Engineering (non-computer focused),9.00E+05,INR,Business Analyst,Fine,Python,No,10-25% of projects,7,7
Japan,Male,25,Employed full-time,Other,Master's degree,Computer Science,4500000,JPY,Machine Learning Engineer,Fine,Python,Yes,76-99% of projects,4,4
Pakistan,Male,24,Employed full-time,Technology,Bachelor's degree,Computer Science,720000,PKR,Machine Learning Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,9,9
India,Male,26,Employed full-time,Other,Bachelor's degree,Computer Science,655000,INR,Other,Fine,Python,No,76-99% of projects,4,4
India,Male,28,Employed full-time,Technology,Master's degree,Electrical Engineering,75000,INR,Software Developer/Software Engineer,Fine,Python,No,10-25% of projects,8,8
United States,Male,33,Employed full-time,Telecommunications,Master's degree,Computer Science,93000,USD,Data Analyst,Fine,Python,Yes,100% of projects,3,3
United States,Male,38,Employed full-time,Internet-based,Master's degree,Computer Science,155000,USD,Software Developer/Software Engineer,Perfectly,Python,No,26-50% of projects,8,8
United States,Female,45,Employed part-time,CRM/Marketing,Master's degree,Electrical Engineering,150000,USD,Engineer,Fine,Python,Yes,26-50% of projects,8,8
United States,Male,21,Employed part-time,Technology,Bachelor's degree,Computer Science,50000,INR,Data Analyst,Fine,Python,No,Less than 10% of projects,7,7
United States,Male,30,Employed full-time,Government,Master's degree,Computer Science,130000,SGD,Computer Scientist,Perfectly,Python,Yes,10-25% of projects,3,3
United States,Male,33,Employed full-time,Insurance,Some college/university study without earning a bachelor's degree,Computer Science,140000,USD,Software Developer/Software Engineer,Fine,Python,No,26-50% of projects,9,9
Other,Male,28,Employed full-time,Telecommunications,Bachelor's degree,Other,590000,BDT,Engineer,Perfectly,C/C++/C#,Sort of (Explain more),51-75% of projects,7,7
India,Male,47,"Independent contractor, freelancer, or self-employed",Technology,Master's degree,"Information technology, networking, or system administration",150000,USD,Data Analyst,Fine,Python,Sort of (Explain more),51-75% of projects,8,8
Australia,Male,30,Employed full-time,Internet-based,Master's degree,Computer Science,155000,AUD,Software Developer/Software Engineer,Fine,Python,Yes,10-25% of projects,7,7
Brazil,Female,22,Employed full-time,Other,Some college/university study without earning a bachelor's degree,Mathematics or statistics,25000,BRL,Statistician,Perfectly,R,Yes,100% of projects,10 - Highly Satisfied,10
Other,Male,46,"Independent contractor, freelancer, or self-employed",Financial,Master's degree,"Information technology, networking, or system administration",1.00E+05,EUR,DBA/Database Engineer,Perfectly,R,Yes,26-50% of projects,8,8
United States,Male,31,"Independent contractor, freelancer, or self-employed",Academic,Some college/university study without earning a bachelor's degree,Mathematics or statistics,125000,USD,Scientist/Researcher,Perfectly,R,Yes,None,9,9
India,Male,21,Employed full-time,Technology,Bachelor's degree,Computer Science,5.00E+05,INR,Data Analyst,Poorly,Python,Yes,10-25% of projects,5,5
Hong Kong,Male,22,Employed full-time,Mix of fields,Bachelor's degree,Other,3.00E+05,HKD,Other,Poorly,Python,No,Less than 10% of projects,3,3
United States,Female,29,Employed full-time,Academic,Doctoral degree,Physics,24000,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),76-99% of projects,6,6
India,Male,25,Employed full-time,Other,Master's degree,Electrical Engineering,20500,INR,Data Analyst,Perfectly,R,Yes,76-99% of projects,10 - Highly Satisfied,10
United States,Female,28,Employed full-time,Government,Master's degree,Mathematics or statistics,85000,USD,Data Analyst,Fine,Python,Yes,76-99% of projects,7,7
United States,Female,39,Employed full-time,Technology,Master's degree,Computer Science,3.00E+05,USD,Scientist/Researcher,Fine,Python,Yes,10-25% of projects,3,3
India,Female,37,Employed full-time,Insurance,Master's degree,Electrical Engineering,7.00E+05,INR,Engineer,Fine,Scala,Yes,26-50% of projects,10 - Highly Satisfied,10
United States,Female,25,Employed full-time,Pharmaceutical,Bachelor's degree,Electrical Engineering,130000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,10 - Highly Satisfied,10
United States,Male,29,Employed full-time,Academic,Bachelor's degree,Electrical Engineering,18000,USD,Researcher,Perfectly,Python,Sort of (Explain more),100% of projects,4,4
Belgium,Male,51,Employed full-time,Financial,Master's degree,Computer Science,7000,EUR,Other,Fine,Python,No,100% of projects,3,3
India,Male,24,Employed full-time,Other,Bachelor's degree,Other,30000,INR,Other,Fine,R,No,Less than 10% of projects,3,3
India,Male,28,Employed full-time,Mix of fields,Master's degree,Electrical Engineering,1.00E+06,INR,Data Analyst,Perfectly,Python,Sort of (Explain more),10-25% of projects,7,7
India,Male,31,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),50000,INR,DBA/Database Engineer,Fine,Python,No,26-50% of projects,1 - Highly Dissatisfied,1
India,Female,23,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",15000,INR,Engineer,Fine,Python,Sort of (Explain more),76-99% of projects,8,8
Chile,Male,30,Employed full-time,Mix of fields,Bachelor's degree,Engineering (non-computer focused),1.50E+07,CLP,Data Analyst,Fine,R,Yes,26-50% of projects,7,7
India,Male,26,"Independent contractor, freelancer, or self-employed",Technology,Bachelor's degree,"Information technology, networking, or system administration",140000,INR,Software Developer/Software Engineer,Fine,Java,No,10-25% of projects,5,5
United States,Male,30,Employed full-time,Internet-based,Master's degree,"Information technology, networking, or system administration",70000,USD,Data Miner,Fine,Python,No,76-99% of projects,1 - Highly Dissatisfied,1
India,Male,28,Employed full-time,Academic,Master's degree,Computer Science,7600000,INR,Researcher,Fine,Python,No,Less than 10% of projects,7,7
Vietnam,Male,34,Employed full-time,Financial,Bachelor's degree,Computer Science,60000,USD,Computer Scientist,Fine,Python,Yes,51-75% of projects,8,8
Australia,Female,34,Employed full-time,Technology,Doctoral degree,A humanities discipline,80000,AUD,Machine Learning Engineer,Fine,Python,Yes,10-25% of projects,9,9
India,Male,31,Employed full-time,Academic,Master's degree,Computer Science,40000,INR,Data Miner,Perfectly,R,No,Less than 10% of projects,5,5
India,Male,27,Employed full-time,Hospitality/Entertainment/Sports,Master's degree,"Information technology, networking, or system administration",8.00E+05,INR,Other,Perfectly,R,Yes,51-75% of projects,10 - Highly Satisfied,10
India,Male,27,Employed full-time,Retail,Bachelor's degree,Computer Science,1272000,INR,Software Developer/Software Engineer,Fine,Java,No,10-25% of projects,8,8
India,Male,25,Employed full-time,Mix of fields,Master's degree,Mathematics or statistics,355000,INR,Data Analyst,Perfectly,R,Sort of (Explain more),Less than 10% of projects,5,5
Taiwan,Male,28,Employed full-time,Manufacturing,Master's degree,Computer Science,5.00E+05,TWD,Software Developer/Software Engineer,Fine,Python,No,76-99% of projects,3,3
India,Male,55,Employed full-time,Academic,Doctoral degree,Computer Science,8.00E+05,INR,Researcher,Fine,Python,Sort of (Explain more),26-50% of projects,8,8
Australia,Male,28,Employed full-time,Technology,Bachelor's degree,Computer Science,130000,AUD,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,5,5
Australia,Male,26,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Computer Science,65000,AUD,Programmer,Fine,Python,Sort of (Explain more),76-99% of projects,6,6
Kenya,Male,30,Employed full-time,Non-profit,Bachelor's degree,Other,120000,KES,Other,Perfectly,R,Sort of (Explain more),51-75% of projects,7,7
Other,Male,26,Employed full-time,Technology,Bachelor's degree,"Information technology, networking, or system administration",1.00E+05,ETB,Data Miner,Perfectly,Python,Yes,10-25% of projects,8,8
India,Female,27,Employed full-time,Financial,Master's degree,"Information technology, networking, or system administration",250000,IRR,Other,Fine,SAS,No,None,5,5
United Kingdom,Male,48,Employed full-time,Other,Doctoral degree,Physics,150000,GBP,Scientist/Researcher,Fine,Python,Sort of (Explain more),51-75% of projects,4,4
Singapore,Male,56,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),190000,SGD,Other,Fine,Python,No,Less than 10% of projects,7,7
Japan,Male,37,Employed full-time,Academic,Doctoral degree,Physics,65000,USD,Researcher,Poorly,Python,Yes,10-25% of projects,6,6
